Date,Source,Campaign,Impressions,Spend,Clicks,AdGroup,Ad
2024-01-27,Facebook Ads,04.07.23recentlymoved_DE,569,7.31,8,recentlymoved,bloggersvideo8com
2024-01-27,Tiktok Ads,12.07.2023wide_DE,172,0.38,0,wide,bloggersvideo10com_python
2024-01-27,Facebook Ads,07.07.23LAL_DE,431,4.36,5,LAL1,bloggersvideo8com
2024-01-27,Bloggers,,7120,0.0,38,,
2024-01-27,Facebook Ads,30.11.23wide_DE,89,1.14,1,wide,b3de
2024-01-27,Tiktok Ads,12.07.2023wide_DE,6487,13.63,60,wide,bloggersvideo9com
2024-01-27,Youtube Ads,,0,0.0,0,,
2024-01-27,Google Ads,performancemax_eng_DE,111291,164.43,823,,
2024-01-27,Facebook Ads,04.07.23recentlymoved_DE,11,0.08,0,recentlymoved,v12com_python
2024-01-27,Facebook Ads,02.07.23wide_DE,29,0.17,0,wide,v12com_python
2024-01-27,Facebook Ads,03.07.23women,753,6.78,13,women,bloggersvideo9com
2024-01-27,Organic,,0,0.0,164,,
2024-01-27,Youtube Ads,youtube_shorts_DE,2965,6.86,13,Com_august,bloggersvideo3com
2024-01-27,Google Ads,,0,0.0,0,,
2024-01-27,Webinar,,0,0.0,0,,
2024-01-27,Facebook Ads,30.11.23wide_DE,770,10.26,12,wide,b1de
2024-01-27,Bloggers,,0,0.0,0,,
2024-01-27,CRM,,0,0.0,19,,
2024-01-27,Facebook Ads,02.07.23wide_DE,6,0.01,0,wide,v13com_python
2024-01-27,Facebook Ads,30.11.23wide_DE,14,0.04,0,wide,b2de
2024-01-27,Facebook Ads,02.07.23wide_DE,15,0.08,0,wide,bloggersvideo5com
2024-01-27,Test,,0,0.0,0,,
2024-01-27,Facebook Ads,04.07.23recentlymoved_DE,1,0.0,0,recentlymoved,bloggersvideo10com_python
2024-01-27,Tiktok Ads,12.07.2023wide_DE,129,0.33,1,wide,v12com_python
2024-01-27,Facebook Ads,24.09.23retargeting_DE,54,0.66,1,retargeting,v11comwebdev
2024-01-27,Facebook Ads,,0,0.0,0,,
2024-01-27,Tiktok Ads,12.07.2023wide_DE,1293,2.92,12,wide,bloggersvideo4com
2024-01-27,Facebook Ads,30.11.23wide_DE,4,0.1,0,wide,b4de
2024-01-27,Facebook Ads,12.09.23interests_Uxui_DE,411,3.64,12,interest_work_WebDev,bloggersvideo5
2024-01-27,Tiktok Ads,12.07.2023wide_DE,344,0.87,1,wide,bloggersvideo8com
2024-01-27,Facebook Ads,24.09.23retargeting_DE,1067,9.42,14,retargeting,bloggersvideo5
2024-01-27,Facebook Ads,12.09.23interests_Uxui_DE,583,6.02,16,interest_programming_WebDev,bloggersvideo5
2024-01-27,Facebook Ads,03.07.23women,254,2.34,13,women,bloggersvideo3com
2024-01-27,Partnership,,0,0.0,0,,
2024-01-27,Youtube Ads,youtube_shorts_DE,43,0.25,1,Com_august,bloggersvideo8com
2024-01-27,Facebook Ads,02.07.23wide_DE,75,0.91,3,wide,bloggersvideo3com
2024-01-27,Facebook Ads,12.09.23interests_Uxui_DE,60,0.73,3,interest_programming_WebDev,v11comwebdev
2024-01-27,Facebook Ads,04.07.23recentlymoved_DE,37,0.38,0,recentlymoved,bloggersvideo3com
2024-01-27,Facebook Ads,03.07.23women,216,2.74,1,women,bloggersvideo8com
2024-01-27,Youtube Ads,youtube_shorts_DE,31777,85.85,135,Com_august,bloggersvideo9com
2024-01-27,Telegram posts,,614,3.2,33,,
2024-01-27,Facebook Ads,02.07.23wide_DE,1241,13.14,24,wide,bloggersvideo9com
2024-01-27,SMM,,0,0.0,16,,
2024-01-27,Youtube Ads,youtube_shorts_DE,841,5.87,10,Com_august,bloggersvideo2python
2024-01-27,Telegram posts,,0,0.0,0,,
2024-01-27,Youtube Ads,youtube_shorts_DE,736,4.46,1,Com_august,bloggersvideo5com
2024-01-28,Tiktok Ads,12.07.2023wide_DE,656,1.74,4,wide,bloggersvideo5
2024-01-28,Facebook Ads,03.07.23women,146,1.51,0,women,bloggersvideo8com
2024-01-28,Facebook Ads,04.07.23recentlymoved_DE,8,0.05,0,recentlymoved,v12com_python
2024-01-28,Facebook Ads,03.07.23women,2,0.02,0,women,bloggersvideo5com
2024-01-28,Tiktok Ads,12.07.2023wide_DE,144,0.39,1,wide,bloggersvideo10com_python
2024-01-28,Facebook Ads,02.07.23wide_DE,25,0.17,1,wide,v12com_python
2024-01-28,Facebook Ads,02.07.23wide_DE,523,6.23,12,wide,bloggersvideo8com
2024-01-28,Tiktok Ads,12.07.2023wide_DE,1829,5.54,14,wide,bloggersvideo4com
2024-01-28,Facebook Ads,12.09.23interests_Uxui_DE,670,5.28,15,interest_work_WebDev,bloggersvideo5
2024-01-28,Facebook Ads,07.07.23LAL_DE,413,4.02,4,LAL1,bloggersvideo8com
2024-01-28,Tiktok Ads,12.07.2023wide_DE,242,0.5,2,wide,v12com_python
2024-01-28,Facebook Ads,04.07.23recentlymoved_DE,62,0.53,1,recentlymoved,bloggersvideo3com
2024-01-28,Facebook Ads,03.07.23women,308,2.92,3,women,bloggersvideo3com
2024-01-28,Facebook Ads,30.11.23wide_DE,1034,13.08,23,wide,b1de
2024-01-28,Facebook Ads,07.07.23LAL_DE,8,0.08,0,LAL1,bloggersvideo5com
2024-01-28,Telegram posts,,0,0.0,0,,
2024-01-28,Youtube Ads,youtube_shorts_DE,701,2.83,1,Com_august,bloggersvideo5com
2024-01-28,Youtube Ads,youtube_shorts_DE,193,0.79,0,Com_august,bloggersvideo8com
2024-01-28,Facebook Ads,03.07.23women,904,8.59,14,women,bloggersvideo9com
2024-01-28,Facebook Ads,04.07.23recentlymoved_DE,1,0.0,0,recentlymoved,bloggersvideo5com
2024-01-28,Test,,0,0.0,0,,
2024-01-28,Facebook Ads,07.07.23LAL_DE,975,8.64,12,LAL1,bloggersvideo9com
2024-01-28,Facebook Ads,24.09.23retargeting_DE,1219,10.21,15,retargeting,bloggersvideo5
2024-01-28,Tiktok Ads,,0,0.0,0,,
2024-01-28,Facebook Ads,30.11.23wide_DE,74,0.89,2,wide,b3de
2024-01-28,Telegram posts,,647,3.2,56,,
2024-01-28,Youtube Ads,youtube_shorts_DE,24544,62.28,111,Com_august,bloggersvideo9com
2024-01-28,Facebook Ads,12.09.23interests_Uxui_DE,61,0.82,1,interest_programming_WebDev,v11comwebdev
2024-01-28,Google Ads,,0,0.0,0,,
2024-01-28,Youtube Ads,youtube_shorts_DE,1709,9.17,22,Com_august,bloggersvideo2python
2024-01-28,Facebook Ads,04.07.23recentlymoved_DE,885,8.24,19,recentlymoved,bloggersvideo9com
2024-01-28,Facebook Ads,02.07.23wide_DE,10,0.06,0,wide,v13com_python
2024-01-28,Partnership,,0,0.0,2,,
2024-01-28,Youtube Ads,youtube_shorts_DE,2756,6.52,6,Com_august,bloggersvideo3com
2024-01-28,Facebook Ads,02.07.23wide_DE,1704,16.74,23,wide,bloggersvideo9com
2024-01-28,SMM,,0,0.0,16,,
2024-01-28,Youtube Ads,,0,0.0,0,,
2024-01-28,Facebook Ads,04.07.23recentlymoved_DE,529,6.96,10,recentlymoved,bloggersvideo8com
2024-01-28,Organic,,0,0.0,216,,
2024-01-28,Facebook Ads,30.11.23wide_DE,2,0.07,0,wide,b4de
2024-01-28,Facebook Ads,02.07.23wide_DE,112,1.18,3,wide,bloggersvideo3com
2024-01-28,Facebook Ads,02.07.23wide_DE,11,0.08,0,wide,bloggersvideo5com
2024-01-28,Bloggers,,0,0.0,0,,
2024-01-28,Bloggers,,16,0.0,0,,
2024-01-28,Facebook Ads,02.07.23wide_DE,5,0.02,1,wide,bloggersvideo10com_python
2024-01-28,Facebook Ads,07.07.23LAL_DE,143,1.34,0,LAL1,bloggersvideo3com
2024-01-28,Tiktok Ads,12.07.2023wide_DE,595,1.75,7,wide,bloggersvideo8com
2024-01-28,Tiktok Ads,12.07.2023wide_DE,1320,4.14,12,wide,v13com_python
2024-01-28,Tiktok Ads,12.07.2023wide_DE,5142,13.94,48,wide,bloggersvideo9com
2024-01-28,Facebook Ads,24.09.23retargeting_DE,79,0.89,0,retargeting,v11comwebdev
2024-01-28,Google Ads,performancemax_eng_DE,158410,215.67,1156,,
2024-01-28,Facebook Ads,04.07.23recentlymoved_DE,3,0.0,0,recentlymoved,bloggersvideo10com_python
2024-01-28,Facebook Ads,12.09.23interests_Uxui_DE,1,0.01,0,interest_work_WebDev,v11comwebdev
2024-01-28,Facebook Ads,,0,0.0,0,,
2024-01-28,CRM,,0,0.0,4,,
2024-01-28,Webinar,,0,0.0,0,,
2024-01-28,Facebook Ads,12.09.23interests_Uxui_DE,769,6.98,8,interest_programming_WebDev,bloggersvideo5
2024-01-28,Facebook Ads,30.11.23wide_DE,9,0.08,0,wide,b2de
2024-01-29,Facebook Ads,30.11.23wide_DE,1035,12.41,18,wide,b1de
2024-01-29,Facebook Ads,02.07.23wide_DE,9,0.05,0,wide,bloggersvideo10com_python
2024-01-29,Facebook Ads,07.07.23LAL_DE,9,0.12,1,LAL1,bloggersvideo5com
2024-01-29,SMM,,0,0.0,37,,
2024-01-29,Youtube Ads,youtube_shorts_DE,1026,5.02,8,Com_august,bloggersvideo8com
2024-01-29,Facebook Ads,03.07.23women,227,1.82,4,women,bloggersvideo3com
2024-01-29,Telegram posts,,786,3.2,51,,
2024-01-29,Youtube Ads,youtube_shorts_DE,580,2.93,6,Com_august,bloggersvideo5com
2024-01-29,Facebook Ads,07.07.23LAL_DE,1027,8.39,9,LAL1,bloggersvideo9com
2024-01-29,Facebook Ads,12.09.23interests_Uxui_DE,5,0.08,0,interest_work_WebDev,v11comwebdev
2024-01-29,Telegram posts,,0,0.0,0,,
2024-01-29,Youtube Ads,,0,0.0,0,,
2024-01-29,Facebook Ads,30.11.23wide_DE,59,0.65,1,wide,b3de
2024-01-29,Facebook Ads,02.07.23wide_DE,420,5.6,4,wide,bloggersvideo8com
2024-01-29,Partnership,,0,0.0,0,,
2024-01-29,Youtube Ads,youtube_shorts_DE,2680,12.67,20,Com_august,bloggersvideo2python
2024-01-29,Bloggers,,96,0.0,5,,
2024-01-29,Facebook Ads,07.07.23LAL_DE,362,4.2,4,LAL1,bloggersvideo8com
2024-01-29,Facebook Ads,12.09.23interests_Uxui_DE,587,4.45,7,interest_work_WebDev,bloggersvideo5
2024-01-29,Tiktok Ads,12.07.2023wide_DE,407,1.5,7,wide,bloggersvideo8com
2024-01-29,Facebook Ads,04.07.23recentlymoved_DE,877,7.32,10,recentlymoved,bloggersvideo9com
2024-01-29,Facebook Ads,03.07.23women,132,2.28,1,women,bloggersvideo8com
2024-01-29,Tiktok Ads,12.07.2023wide_DE,411,1.32,6,wide,bloggersvideo5
2024-01-29,Bloggers,,0,0.0,0,,
2024-01-29,Facebook Ads,12.09.23interests_Uxui_DE,746,7.06,7,interest_programming_WebDev,bloggersvideo5
2024-01-29,Facebook Ads,04.07.23recentlymoved_DE,3,0.01,0,recentlymoved,v12com_python
2024-01-29,Tiktok Ads,12.07.2023wide_DE,165,0.52,0,wide,v12com_python
2024-01-29,Facebook Ads,04.07.23recentlymoved_DE,2,0.01,0,recentlymoved,bloggersvideo5com
2024-01-29,Facebook Ads,04.07.23recentlymoved_DE,40,0.38,1,recentlymoved,bloggersvideo3com
2024-01-29,Tiktok Ads,12.07.2023wide_DE,2708,8.5,36,wide,v13com_python
2024-01-29,Facebook Ads,30.11.23wide_DE,7,0.13,1,wide,b4de
2024-01-29,Facebook Ads,04.07.23recentlymoved_DE,1,0.0,0,recentlymoved,bloggersvideo10com_python
2024-01-29,Facebook Ads,03.07.23women,4,0.02,0,women,bloggersvideo5com
2024-01-29,Google Ads,,0,0.0,0,,
2024-01-29,Webinar,,0,0.0,0,,
2024-01-29,Facebook Ads,03.07.23women,971,8.32,15,women,bloggersvideo9com
2024-01-29,Google Ads,performancemax_eng_DE,160564,179.0,973,,
2024-01-29,Youtube Ads,youtube_shorts_DE,874,2.59,6,Com_august,bloggersvideo3com
2024-01-29,Facebook Ads,02.07.23wide_DE,16,0.14,0,wide,v12com_python
2024-01-29,Facebook Ads,02.07.23wide_DE,9,0.07,0,wide,v13com_python
2024-01-29,Organic,,0,0.0,218,,
2024-01-29,Youtube Ads,youtube_shorts_DE,16161,42.62,74,Com_august,bloggersvideo9com
2024-01-29,CRM,,0,0.0,9,,
2024-01-29,Facebook Ads,,0,0.0,0,,
2024-01-29,Facebook Ads,07.07.23LAL_DE,82,0.78,1,LAL1,bloggersvideo3com
2024-01-29,Tiktok Ads,,0,0.0,0,,
2024-01-29,Facebook Ads,02.07.23wide_DE,16,0.18,0,wide,bloggersvideo5com
2024-01-29,Facebook Ads,02.07.23wide_DE,1622,16.16,34,wide,bloggersvideo9com
2024-01-29,Facebook Ads,02.07.23wide_DE,71,1.01,0,wide,bloggersvideo3com
2024-01-29,Tiktok Ads,12.07.2023wide_DE,3646,11.02,41,wide,bloggersvideo9com
2024-01-29,Facebook Ads,24.09.23retargeting_DE,116,1.16,4,retargeting,v11comwebdev
2024-01-29,Tiktok Ads,12.07.2023wide_DE,1361,4.82,18,wide,bloggersvideo4com
2024-01-29,Facebook Ads,04.07.23recentlymoved_DE,496,6.82,12,recentlymoved,bloggersvideo8com
2024-01-29,Facebook Ads,30.11.23wide_DE,13,0.17,0,wide,b2de
2024-01-29,Tiktok Ads,12.07.2023wide_DE,108,0.3,1,wide,bloggersvideo10com_python
2024-01-29,Facebook Ads,12.09.23interests_Uxui_DE,48,0.58,1,interest_programming_WebDev,v11comwebdev
2024-01-29,Facebook Ads,24.09.23retargeting_DE,991,9.13,17,retargeting,bloggersvideo5
2024-01-29,Test,,0,0.0,0,,
2024-01-30,Facebook Ads,04.07.23recentlymoved_DE,526,7.8,8,recentlymoved,bloggersvideo8com
2024-01-30,Google Ads,performancemax_eng_DE,152508,184.41,1066,,
2024-01-30,Facebook Ads,12.09.23interests_Uxui_DE,586,4.26,11,interest_work_WebDev,bloggersvideo5
2024-01-30,CRM,,0,0.0,4,,
2024-01-30,Tiktok Ads,12.07.2023wide_DE,735,2.13,5,wide,bloggersvideo5
2024-01-30,Facebook Ads,30.11.23wide_DE,5,0.07,0,wide,b4de
2024-01-30,Tiktok Ads,12.07.2023wide_DE,4014,12.22,27,wide,bloggersvideo9com
2024-01-30,Facebook Ads,24.09.23retargeting_DE,998,8.58,15,retargeting,bloggersvideo5
2024-01-30,Tiktok Ads,12.07.2023wide_DE,135,0.47,1,wide,v12com_python
2024-01-30,Bloggers,,3022,0.0,26,,
2024-01-30,Bloggers,,0,0.0,0,,
2024-01-30,Facebook Ads,04.07.23recentlymoved_DE,4,0.02,0,recentlymoved,v12com_python
2024-01-30,Facebook Ads,02.07.23wide_DE,6,0.04,0,wide,v13com_python
2024-01-30,Webinar,,0,0.0,0,,
2024-01-30,Google Ads,,0,0.0,0,,
2024-01-30,Facebook Ads,,0,0.0,0,,
2024-01-30,Facebook Ads,04.07.23recentlymoved_DE,38,0.34,1,recentlymoved,bloggersvideo3com
2024-01-30,Facebook Ads,04.07.23recentlymoved_DE,16,0.12,0,recentlymoved,bloggersvideo5com
2024-01-30,Facebook Ads,30.11.23wide_DE,9,0.11,0,wide,b2de
2024-01-30,SMM,,0,640.0,277,,
2024-01-30,Facebook Ads,04.07.23recentlymoved_DE,749,6.12,9,recentlymoved,bloggersvideo9com
2024-01-30,Facebook Ads,03.07.23women,928,8.1,16,women,bloggersvideo9com
2024-01-30,Youtube Ads,youtube_shorts_DE,944,5.5,4,Com_august,bloggersvideo5com
2024-01-30,Facebook Ads,03.07.23women,152,1.93,2,women,bloggersvideo8com
2024-01-30,Organic,,0,0.0,350,,
2024-01-30,Youtube Ads,,0,0.0,0,,
2024-01-30,Facebook Ads,02.07.23wide_DE,1549,15.31,23,wide,bloggersvideo9com
2024-01-30,Facebook Ads,24.09.23retargeting_DE,130,1.66,2,retargeting,v11comwebdev
2024-01-30,Partnership,,0,0.0,0,,
2024-01-30,Youtube Ads,youtube_shorts_DE,853,4.1,6,Com_august,bloggersvideo2python
2024-01-30,SMM,,0,0.0,277,,
2024-01-30,Youtube Ads,youtube_shorts_DE,102,0.54,1,Com_august,bloggersvideo8com
2024-01-30,Facebook Ads,12.09.23interests_Uxui_DE,645,6.43,19,interest_programming_WebDev,bloggersvideo5
2024-01-30,Facebook Ads,02.07.23wide_DE,22,0.07,1,wide,v12com_python
2024-01-30,Facebook Ads,07.07.23LAL_DE,455,4.92,3,LAL1,bloggersvideo8com
2024-01-30,Tiktok Ads,,0,0.0,0,,
2024-01-30,Tiktok Ads,12.07.2023wide_DE,2315,7.18,15,wide,v13com_python
2024-01-30,Tiktok Ads,12.07.2023wide_DE,80,0.24,0,wide,bloggersvideo10com_python
2024-01-30,Facebook Ads,30.11.23wide_DE,1138,12.79,32,wide,b1de
2024-01-30,Facebook Ads,02.07.23wide_DE,1,0.01,0,wide,bloggersvideo10com_python
2024-01-30,Facebook Ads,02.07.23wide_DE,22,0.19,0,wide,bloggersvideo5com
2024-01-30,Facebook Ads,12.09.23interests_Uxui_DE,96,1.26,0,interest_programming_WebDev,v11comwebdev
2024-01-30,Tiktok Ads,12.07.2023wide_DE,398,1.31,0,wide,bloggersvideo8com
2024-01-30,Facebook Ads,04.07.23recentlymoved_DE,1,0.01,0,recentlymoved,v13com_python
2024-01-30,Facebook Ads,02.07.23wide_DE,85,0.89,3,wide,bloggersvideo3com
2024-01-30,Facebook Ads,07.07.23LAL_DE,14,0.08,0,LAL1,bloggersvideo5com
2024-01-30,Facebook Ads,30.11.23wide_DE,43,0.46,1,wide,b3de
2024-01-30,Tiktok Ads,12.07.2023wide_DE,1391,4.45,9,wide,bloggersvideo4com
2024-01-30,Facebook Ads,07.07.23LAL_DE,100,0.92,1,LAL1,bloggersvideo3com
2024-01-30,Facebook Ads,03.07.23women,19,0.24,0,women,bloggersvideo5com
2024-01-30,Facebook Ads,02.07.23wide_DE,499,6.1,10,wide,bloggersvideo8com
2024-01-30,Telegram posts,,824,3.2,73,,
2024-01-30,Youtube Ads,youtube_shorts_DE,23528,55.75,86,Com_august,bloggersvideo9com
2024-01-30,Youtube Ads,youtube_shorts_DE,562,1.04,1,Com_august,bloggersvideo3com
2024-01-30,Test,,0,0.0,0,,
2024-01-30,Facebook Ads,07.07.23LAL_DE,890,7.13,14,LAL1,bloggersvideo9com
2024-01-30,Facebook Ads,03.07.23women,249,1.67,1,women,bloggersvideo3com
2024-01-30,Telegram posts,,0,0.0,0,,
2024-01-31,Bloggers,,0,0.0,0,,
2024-01-31,Tiktok Ads,12.07.2023wide_DE,4630,10.79,43,wide,bloggersvideo9com
2024-01-31,Facebook Ads,07.07.23LAL_DE,327,3.44,6,LAL1,bloggersvideo8com
2024-01-31,Facebook Ads,30.11.23wide_DE,1035,11.64,14,wide,b1de
2024-01-31,Tiktok Ads,12.07.2023wide_DE,602,1.34,4,wide,bloggersvideo8com
2024-01-31,Facebook Ads,07.07.23LAL_DE,993,8.0,16,LAL1,bloggersvideo9com
2024-01-31,Bloggers,,3326,50.0,84,,
2024-01-31,Facebook Ads,02.07.23wide_DE,487,5.69,7,wide,bloggersvideo8com
2024-01-31,Facebook Ads,04.07.23recentlymoved_DE,567,7.49,11,recentlymoved,bloggersvideo8com
2024-01-31,Tiktok Ads,12.07.2023wide_DE,264,0.47,3,wide,v12com_python
2024-01-31,Facebook Ads,12.09.23interests_Uxui_DE,472,4.12,7,interest_work_WebDev,bloggersvideo5
2024-01-31,Facebook Ads,02.07.23wide_DE,10,0.06,0,wide,bloggersvideo5com
2024-01-31,Facebook Ads,03.07.23women,976,8.53,19,women,bloggersvideo9com
2024-01-31,Tiktok Ads,12.07.2023wide_DE,4197,9.02,41,wide,v13com_python
2024-01-31,Facebook Ads,04.07.23recentlymoved_DE,4,0.02,0,recentlymoved,bloggersvideo10com_python
2024-01-31,Facebook Ads,12.09.23interests_Uxui_DE,126,1.42,0,interest_programming_WebDev,v11comwebdev
2024-01-31,Telegram posts,,1309,3.2,61,,
2024-01-31,Youtube Ads,youtube_shorts_DE,49,0.5,1,Com_august,bloggersvideo8com
2024-01-31,Facebook Ads,07.07.23LAL_DE,10,0.05,0,LAL1,bloggersvideo5com
2024-01-31,Tiktok Ads,12.07.2023wide_DE,97,0.2,0,wide,bloggersvideo10com_python
2024-01-31,Facebook Ads,12.09.23interests_Uxui_DE,671,6.11,13,interest_programming_WebDev,bloggersvideo5
2024-01-31,Facebook Ads,04.07.23recentlymoved_DE,3,0.0,0,recentlymoved,v13com_python
2024-01-31,Test,,0,0.0,0,,
2024-01-31,Facebook Ads,04.07.23recentlymoved_DE,24,0.23,2,recentlymoved,bloggersvideo3com
2024-01-31,Facebook Ads,12.09.23interests_Uxui_DE,5,0.04,0,interest_work_WebDev,v11comwebdev
2024-01-31,Facebook Ads,03.07.23women,231,1.78,2,women,bloggersvideo3com
2024-01-31,Tiktok Ads,12.07.2023wide_DE,832,1.76,4,wide,bloggersvideo5
2024-01-31,Organic,,0,0.0,420,,
2024-01-31,Facebook Ads,24.09.23retargeting_DE,926,8.38,11,retargeting,bloggersvideo5
2024-01-31,Youtube Ads,youtube_shorts_DE,270,2.25,3,Com_august,bloggersvideo3com
2024-01-31,Youtube Ads,youtube_shorts_DE,398,3.75,3,Com_august,bloggersvideo5com
2024-01-31,Youtube Ads,,0,0.0,0,,
2024-01-31,Partnership,,0,0.0,13,,
2024-01-31,Youtube Ads,youtube_shorts_DE,299,3.26,3,Com_august,bloggersvideo2python
2024-01-31,SMM,,0,0.0,145,,
2024-01-31,Facebook Ads,24.09.23retargeting_DE,156,1.6,1,retargeting,v11comwebdev
2024-01-31,Facebook Ads,04.07.23recentlymoved_DE,752,6.14,13,recentlymoved,bloggersvideo9com
2024-01-31,Telegram posts,,0,0.0,0,,
2024-01-31,Facebook Ads,03.07.23women,11,0.1,0,women,bloggersvideo5com
2024-01-31,Facebook Ads,02.07.23wide_DE,5,0.02,0,wide,bloggersvideo10com_python
2024-01-31,Facebook Ads,02.07.23wide_DE,4,0.06,0,wide,v13com_python
2024-01-31,Facebook Ads,30.11.23wide_DE,11,0.24,0,wide,b2de
2024-01-31,Facebook Ads,02.07.23wide_DE,13,0.07,0,wide,v12com_python
2024-01-31,Tiktok Ads,12.07.2023wide_DE,1747,4.42,11,wide,bloggersvideo4com
2024-01-31,Facebook Ads,04.07.23recentlymoved_DE,10,0.11,0,recentlymoved,bloggersvideo5com
2024-01-31,Facebook Ads,02.07.23wide_DE,1721,15.88,23,wide,bloggersvideo9com
2024-01-31,Facebook Ads,30.11.23wide_DE,77,0.96,2,wide,b3de
2024-01-31,Webinar,,0,0.0,0,,
2024-01-31,Google Ads,performancemax_eng_DE,112611,150.0,875,,
2024-01-31,Facebook Ads,04.07.23recentlymoved_DE,8,0.05,0,recentlymoved,v12com_python
2024-01-31,Facebook Ads,03.07.23women,88,1.24,3,women,bloggersvideo8com
2024-01-31,Facebook Ads,07.07.23LAL_DE,118,1.33,3,LAL1,bloggersvideo3com
2024-01-31,Google Ads,,0,0.0,0,,
2024-01-31,Youtube Ads,youtube_shorts_DE,8237,27.0,57,Com_august,bloggersvideo9com
2024-01-31,Tiktok Ads,,0,0.0,0,,
2024-01-31,Facebook Ads,02.07.23wide_DE,82,0.71,3,wide,bloggersvideo3com
2024-01-31,CRM,,0,0.0,14,,
2024-01-31,Facebook Ads,,0,0.0,0,,
2024-01-31,Facebook Ads,30.11.23wide_DE,4,0.02,0,wide,b4de
2024-02-01,Telegram posts,,0,0.0,0,,
2024-02-01,Tiktok Ads,12.07.2023wide_DE,70,0.15,0,wide,bloggersvideo10com_python
2024-02-01,Facebook Ads,30.11.23wide_DE,6,0.05,0,wide,b4de
2024-02-01,Facebook Ads,04.07.23recentlymoved_DE,1,0.01,0,recentlymoved,v13com_python
2024-02-01,Tiktok Ads,,0,0.0,0,,
2024-02-01,Facebook Ads,07.07.23LAL_DE,111,0.77,3,LAL1,bloggersvideo3com
2024-02-01,Facebook Ads,12.09.23interests_Uxui_DE,859,7.03,9,interest_programming_WebDev,bloggersvideo5
2024-02-01,Facebook Ads,03.07.23women,331,2.45,8,women,bloggersvideo3com
2024-02-01,Facebook Ads,02.07.23wide_DE,26,0.2,0,wide,bloggersvideo5com
2024-02-01,Telegram posts,,2331,8.2,57,,
2024-02-01,Youtube Ads,youtube_shorts_DE,42,0.37,1,Com_august,bloggersvideo8com
2024-02-01,Facebook Ads,04.07.23recentlymoved_DE,623,6.92,11,recentlymoved,bloggersvideo8com
2024-02-01,Facebook Ads,12.09.23interests_Uxui_DE,418,3.26,6,interest_work_WebDev,bloggersvideo5
2024-02-01,Facebook Ads,02.07.23wide_DE,12,0.1,0,wide,v12com_python
2024-02-01,Google Ads,performancemax_eng_DE,100243,187.17,866,,
2024-02-01,Webinar,,0,0.0,0,,
2024-02-01,Facebook Ads,24.09.23retargeting_DE,175,1.16,0,retargeting,v11comwebdev
2024-02-01,Tiktok Ads,12.07.2023wide_DE,473,1.57,2,wide,bloggersvideo8com
2024-02-01,Tiktok Ads,12.07.2023wide_DE,558,1.73,7,wide,bloggersvideo5
2024-02-01,Youtube Ads,youtube_shorts_DE,166,1.91,0,Com_august,bloggersvideo2python
2024-02-01,Facebook Ads,30.11.23wide_DE,7,0.05,0,wide,b2de
2024-02-01,Facebook Ads,12.09.23interests_Uxui_DE,93,1.3,2,interest_programming_WebDev,v11comwebdev
2024-02-01,Bloggers,,0,0.0,0,,
2024-02-01,Facebook Ads,30.11.23wide_DE,1017,11.39,22,wide,b1de
2024-02-01,Facebook Ads,03.07.23women,122,1.66,3,women,bloggersvideo8com
2024-02-01,CRM,,0,0.0,60,,
2024-02-01,Facebook Ads,04.07.23recentlymoved_DE,4,0.01,0,recentlymoved,v12com_python
2024-02-01,Bloggers,,1027,0.0,14,,
2024-02-01,Facebook Ads,,0,0.0,0,,
2024-02-01,Youtube Ads,youtube_shorts_DE,356,2.88,1,Com_august,bloggersvideo5com
2024-02-01,Google Ads,,0,0.0,0,,
2024-02-01,Youtube Ads,,0,0.0,0,,
2024-02-01,Youtube Ads,youtube_shorts_DE,5997,18.99,48,Com_august,bloggersvideo9com
2024-02-01,Partnership,,0,0.0,6,,
2024-02-01,Facebook Ads,02.07.23wide_DE,490,5.7,8,wide,bloggersvideo8com
2024-02-01,Facebook Ads,07.07.23LAL_DE,1106,8.93,12,LAL1,bloggersvideo9com
2024-02-01,Facebook Ads,04.07.23recentlymoved_DE,861,6.91,7,recentlymoved,bloggersvideo9com
2024-02-01,Facebook Ads,04.07.23recentlymoved_DE,12,0.07,0,recentlymoved,bloggersvideo3com
2024-02-01,Facebook Ads,30.11.23wide_DE,112,1.28,1,wide,b3de
2024-02-01,Facebook Ads,04.07.23recentlymoved_DE,2,0.01,0,recentlymoved,bloggersvideo5com
2024-02-01,SMM,,0,0.0,121,,
2024-02-01,Youtube Ads,youtube_shorts_DE,353,1.66,1,Com_august,bloggersvideo3com
2024-02-01,Facebook Ads,07.07.23LAL_DE,376,3.12,4,LAL1,bloggersvideo8com
2024-02-01,Organic,,0,0.0,338,,
2024-02-01,Facebook Ads,02.07.23wide_DE,3,0.01,0,wide,v13com_python
2024-02-01,Facebook Ads,24.09.23retargeting_DE,968,8.78,17,retargeting,bloggersvideo5
2024-02-01,Facebook Ads,12.09.23interests_Uxui_DE,3,0.0,0,interest_work_WebDev,v11comwebdev
2024-02-01,Tiktok Ads,12.07.2023wide_DE,2978,8.72,24,wide,v13com_python
2024-02-01,Facebook Ads,02.07.23wide_DE,4,0.04,0,wide,bloggersvideo10com_python
2024-02-01,Facebook Ads,03.07.23women,1037,7.63,7,women,bloggersvideo9com
2024-02-01,Tiktok Ads,12.07.2023wide_DE,269,0.81,1,wide,v12com_python
